"","Notes","Residence State","Residence State Code","MMWR Week","MMWR Week Code","UCD - ICD Sub-Chapter","UCD - ICD Sub-Chapter Code","Ten-Year Age Groups","Ten-Year Age Groups Code","Deaths","Population","Crude Rate"
"6466",NA,"Virginia","51","2021 Week 08 ending February 27, 2021","2021/08","Renal failure","N17-N19","75-84 years","75-84",12,"Not Applicable","Not Applicable"
"6467",NA,"Virginia","51","2021 Week 09 ending March 06, 2021","2021/09","Renal failure","N17-N19","75-84 years","75-84",13,"Not Applicable","Not Applicable"
"6468",NA,"Virginia","51","2021 Week 10 ending March 13, 2021","2021/10","Renal failure","N17-N19","85+ years","85+",14,"Not Applicable","Not Applicable"
"6469",NA,"Virginia","51","2021 Week 12 ending March 27, 2021","2021/12","Renal failure","N17-N19","75-84 years","75-84",10,"Not Applicable","Not Applicable"
"6470",NA,"Virginia","51","2021 Week 12 ending March 27, 2021","2021/12","Renal failure","N17-N19","85+ years","85+",12,"Not Applicable","Not Applicable"
"6471",NA,"Virginia","51","2021 Week 16 ending April 24, 2021","2021/16","Renal failure","N17-N19","65-74 years","65-74",11,"Not Applicable","Not Applicable"
"6472",NA,"Virginia","51","2021 Week 19 ending May 15, 2021","2021/19","Renal failure","N17-N19","85+ years","85+",12,"Not Applicable","Not Applicable"
"6473",NA,"Virginia","51","2021 Week 21 ending May 29, 2021","2021/21","Renal failure","N17-N19","75-84 years","75-84",12,"Not Applicable","Not Applicable"
"6474",NA,"Virginia","51","2021 Week 22 ending June 05, 2021","2021/22","Renal failure","N17-N19","75-84 years","75-84",10,"Not Applicable","Not Applicable"
"6475",NA,"Virginia","51","2021 Week 26 ending July 03, 2021","2021/26","Renal failure","N17-N19","85+ years","85+",15,"Not Applicable","Not Applicable"
"6476",NA,"Virginia","51","2021 Week 30 ending July 31, 2021","2021/30","Renal failure","N17-N19","65-74 years","65-74",11,"Not Applicable","Not Applicable"
"6477",NA,"Virginia","51","2021 Week 30 ending July 31, 2021","2021/30","Renal failure","N17-N19","75-84 years","75-84",14,"Not Applicable","Not Applicable"
"6478",NA,"Virginia","51","2021 Week 33 ending August 21, 2021","2021/33","Renal failure","N17-N19","85+ years","85+",11,"Not Applicable","Not Applicable"
"6479",NA,"Virginia","51","2021 Week 34 ending August 28, 2021","2021/34","Renal failure","N17-N19","75-84 years","75-84",10,"Not Applicable","Not Applicable"
"6480",NA,"Virginia","51","2021 Week 34 ending August 28, 2021","2021/34","Renal failure","N17-N19","85+ years","85+",11,"Not Applicable","Not Applicable"
"6481",NA,"Virginia","51","2021 Week 35 ending September 04, 2021","2021/35","Renal failure","N17-N19","65-74 years","65-74",11,"Not Applicable","Not Applicable"
"6482",NA,"Virginia","51","2021 Week 35 ending September 04, 2021","2021/35","Renal failure","N17-N19","85+ years","85+",11,"Not Applicable","Not Applicable"
"6483",NA,"Virginia","51","2021 Week 36 ending September 11, 2021","2021/36","Renal failure","N17-N19","75-84 years","75-84",11,"Not Applicable","Not Applicable"
"6484",NA,"Virginia","51","2021 Week 37 ending September 18, 2021","2021/37","Renal failure","N17-N19","75-84 years","75-84",12,"Not Applicable","Not Applicable"
"6485",NA,"Virginia","51","2021 Week 37 ending September 18, 2021","2021/37","Renal failure","N17-N19","85+ years","85+",12,"Not Applicable","Not Applicable"
"6486",NA,"Virginia","51","2021 Week 39 ending October 02, 2021","2021/39","Renal failure","N17-N19","85+ years","85+",10,"Not Applicable","Not Applicable"
"6487",NA,"Virginia","51","2021 Week 40 ending October 09, 2021","2021/40","Renal failure","N17-N19","75-84 years","75-84",12,"Not Applicable","Not Applicable"
"6488",NA,"Virginia","51","2021 Week 41 ending October 16, 2021","2021/41","Renal failure","N17-N19","75-84 years","75-84",10,"Not Applicable","Not Applicable"
"6489",NA,"Virginia","51","2021 Week 41 ending October 16, 2021","2021/41","Renal failure","N17-N19","85+ years","85+",13,"Not Applicable","Not Applicable"
"6490",NA,"Virginia","51","2021 Week 42 ending October 23, 2021","2021/42","Renal failure","N17-N19","65-74 years","65-74",11,"Not Applicable","Not Applicable"
"6491",NA,"Virginia","51","2021 Week 42 ending October 23, 2021","2021/42","Renal failure","N17-N19","85+ years","85+",12,"Not Applicable","Not Applicable"
"6492",NA,"Virginia","51","2021 Week 43 ending October 30, 2021","2021/43","Renal failure","N17-N19","65-74 years","65-74",12,"Not Applicable","Not Applicable"
"6493",NA,"Virginia","51","2021 Week 44 ending November 06, 2021","2021/44","Renal failure","N17-N19","65-74 years","65-74",11,"Not Applicable","Not Applicable"
"6494",NA,"Virginia","51","2021 Week 44 ending November 06, 2021","2021/44","Renal failure","N17-N19","75-84 years","75-84",11,"Not Applicable","Not Applicable"
"6495",NA,"Virginia","51","2021 Week 45 ending November 13, 2021","2021/45","Renal failure","N17-N19","75-84 years","75-84",10,"Not Applicable","Not Applicable"
"6496",NA,"Virginia","51","2021 Week 45 ending November 13, 2021","2021/45","Renal failure","N17-N19","85+ years","85+",10,"Not Applicable","Not Applicable"
"6497",NA,"Virginia","51","2021 Week 46 ending November 20, 2021","2021/46","Renal failure","N17-N19","65-74 years","65-74",10,"Not Applicable","Not Applicable"
"6498",NA,"Virginia","51","2021 Week 46 ending November 20, 2021","2021/46","Renal failure","N17-N19","75-84 years","75-84",10,"Not Applicable","Not Applicable"
"6499",NA,"Virginia","51","2021 Week 46 ending November 20, 2021","2021/46","Renal failure","N17-N19","85+ years","85+",10,"Not Applicable","Not Applicable"
"6500",NA,"Virginia","51","2021 Week 48 ending December 04, 2021","2021/48","Renal failure","N17-N19","85+ years","85+",16,"Not Applicable","Not Applicable"
"6501",NA,"Virginia","51","2021 Week 49 ending December 11, 2021","2021/49","Renal failure","N17-N19","85+ years","85+",12,"Not Applicable","Not Applicable"
"6502",NA,"Virginia","51","2021 Week 50 ending December 18, 2021","2021/50","Renal failure","N17-N19","65-74 years","65-74",11,"Not Applicable","Not Applicable"
"6503",NA,"Virginia","51","2021 Week 50 ending December 18, 2021","2021/50","Renal failure","N17-N19","85+ years","85+",10,"Not Applicable","Not Applicable"
"6504",NA,"Virginia","51","2021 Week 52 ending January 01, 2022","2021/52","Renal failure","N17-N19","75-84 years","75-84",15,"Not Applicable","Not Applicable"
"6505",NA,"Virginia","51","2021 Week 52 ending January 01, 2022","2021/52","Renal failure","N17-N19","85+ years","85+",13,"Not Applicable","Not Applicable"
"6506",NA,"Wisconsin","55","2021 Week 04 ending January 30, 2021","2021/04","Renal failure","N17-N19","85+ years","85+",12,"Not Applicable","Not Applicable"
"6507",NA,"Wisconsin","55","2021 Week 06 ending February 13, 2021","2021/06","Renal failure","N17-N19","85+ years","85+",11,"Not Applicable","Not Applicable"
"6508",NA,"Wisconsin","55","2021 Week 31 ending August 07, 2021","2021/31","Renal failure","N17-N19","85+ years","85+",11,"Not Applicable","Not Applicable"
"6509",NA,"Wisconsin","55","2021 Week 34 ending August 28, 2021","2021/34","Renal failure","N17-N19","85+ years","85+",12,"Not Applicable","Not Applicable"
"6510",NA,"Wisconsin","55","2021 Week 39 ending October 02, 2021","2021/39","Renal failure","N17-N19","85+ years","85+",12,"Not Applicable","Not Applicable"
"6511",NA,"Wisconsin","55","2021 Week 52 ending January 01, 2022","2021/52","Renal failure","N17-N19","85+ years","85+",11,"Not Applicable","Not Applicable"
"6512","---",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6513","Dataset: Provisional Mortality Statistics, 2018 through Last Week",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6514","Query Parameters:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6515","MMWR Year/Week: 2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6516","UCD - ICD-10 Codes: N17-N19 (Renal failure)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6517","Group By: Residence State; MMWR Week; UCD - ICD Sub-Chapter; Ten-Year Age Groups",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6518","Show Totals: Disabled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6519","Show Zero Values: False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6520","Show Suppressed: False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6521","Calculate Rates Per: 100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6522","Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6523","---",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6524","Help: See http://wonder.cdc.gov/wonder/help/mcd-provisional.html for more information.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6525","---",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6526","Query Date: Nov 30, 2025 7:44:50 PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6527","---",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6528","Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6529","System, Provisional Mortality on CDC WONDER Online Database. Data are from the final Multiple Cause of Death Files, 2018-2023,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6530","and from provisional data for years 2024 and later, as compiled from data provided by the 57 vital statistics jurisdictions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6531","through the Vital Statistics Cooperative Program. Accessed at http://wonder.cdc.gov/mcd-icd10-provisional.html on Nov 30, 2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6532","7:44:50 PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6533","---",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6534","Messages:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6535","1. Totals are not available for these results due to suppression constraints. More Information:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6536","http://wonder.cdc.gov/wonder/help/faq.html#Privacy.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6537","2. Rows with zero Deaths are hidden. Use Quick Options above to show zero rows.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6538","3. Rows with suppressed Deaths are hidden. Use Quick Options above to show suppressed rows.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6539","---",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6540","Caveats:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6541","1. Population and rates are labeled 'Not Applicable' when location of Death's Occurrence, Autopsy, Place of Death, Weekday or",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6542","Month are grouped by or limited, due to lack of a valid population. More information:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6543","http://wonder.cdc.gov/wonder/help/mcd-provisional.html#NotApplicableRates.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6544","2. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6545","http://wonder.cdc.gov/wonder/help/mcd-provisional.html#Assurance of Confidentiality.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6546","3. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6547","http://wonder.cdc.gov/wonder/help/mcd-provisional.html#Unreliable.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6548","4. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6549","so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6550","http://wonder.cdc.gov/wonder/help/mcd-provisional.html#Not Stated.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6551","5. Beginning with the 2018 data, changes have been implemented that affect the counts for ICD-10 cause of death codes O00-O99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6552","compared to previous practice. In addition, data for the cause of death codes O00-O99 for 2003 through 2017 reflect differences",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6553","in information available to individual states and probable errors. Deaths with the underlying cause classified with O00-O99 are",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6554","subject to further processing before these deaths records are considered final. Provisional deaths have not undergone full",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6555","processing and review and therefore should not be considered final for statistical purposes. Caution should be used in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6556","interpreting these data. More information can be found at: https://www.cdc.gov/nchs/maternal-mortality/.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6557","6. On March 11, 2021, the 2019 mortality data on CDC WONDER was updated with the 2019 mortality data updated by NCHS on March 4,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6558","2021 to include corrected information for residents of Texas affecting 5 records previously coded to cause code *U01.4,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6559","Terrorism involving firearms (homicide). The underlying and multiple cause of death codes for 5 records were corrected in the",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6560","2019 data. Underlying and multiple cause of death codes for those 5 records were recoded to Assault (homicide) by other and",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6561","unspecified firearm discharge, ICD-10 code X95. The corrected final death records replaces the data released on December 22,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6562","2020.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6563","7. Connecticut population estimates for 2022 and later years are reported for 9 planning regions as county equivalent areas,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6564","instead of the former 8 legacy counties in the Vintage 2022 postcensal series released by the Census Bureau on June 22, 2023,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6565","and in the Vintage 2023 postcensal series released by the Census Bureau on June 27, 2024. Populations estimates for the former",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6566","counties are not available for 2022 and later years. More information:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6567","http://wonder.cdc.gov/wonder/help/mcd-provisional.html#Connecticut-2022.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6568","8. After the creation of the final 2023 dataset, North Carolina updated the cause of death information for over 900 death",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6569","certificates to include a cause of death code indicating drug overdose (ICD-10 underlying cause-of-death codes: X40-X44,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6570","X60-X64, X85, and Y10-Y14). Jurisdictions can continue to update death certificates after the closing of the mortality file. As",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6571","a result, users should consider that the actual death count for drug overdose deaths for North Carolina in 2023 is over 4,400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6572","deaths, with a crude rate of approximately 41.0 per 100,000 population, and an age-adjusted rate of approximately 42.1 per",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6573","100,000 population. These deaths will not be updated on the final mortality datasets.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6574","9. Deaths related to external causes of injury or sudden death: In the provisional mortality data, causes of death classified as",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6575","external causes of injury (ICD-10 codes V01-Y89), sudden deaths (ICD-10 codes R95 and R96), or drug poisoning (ICD-10 codes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6576","T36-T50), have the cause of death labeled as 'Data not shown due to 6 month lag to account for delays in death certificate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6577","completion for certain causes of death.' For these deaths occurring 24 weeks prior to the final date in the provisional data,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6578","the number of deaths and related statistics are not available by specific cause of death for ICD-10 codes V01-Y89, R95, R96, or",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6579","T36-T50. More information: http://wonder.cdc.gov/wonder/help/mcd-provisional.html#999.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6580",NA,"Alabama","01","2022 Week 03 ending January 22, 2022","2022/03","Renal failure","N17-N19","75-84 years","75-84",12,"Not Applicable","Not Applicable"
"6581",NA,"Alabama","01","2022 Week 04 ending January 29, 2022","2022/04","Renal failure","N17-N19","65-74 years","65-74",13,"Not Applicable","Not Applicable"
"6582",NA,"Alabama","01","2022 Week 06 ending February 12, 2022","2022/06","Renal failure","N17-N19","75-84 years","75-84",12,"Not Applicable","Not Applicable"
"6583",NA,"Alabama","01","2022 Week 07 ending February 19, 2022","2022/07","Renal failure","N17-N19","75-84 years","75-84",14,"Not Applicable","Not Applicable"
"6584",NA,"Alabama","01","2022 Week 08 ending February 26, 2022","2022/08","Renal failure","N17-N19","75-84 years","75-84",12,"Not Applicable","Not Applicable"
"6585",NA,"Alabama","01","2022 Week 11 ending March 19, 2022","2022/11","Renal failure","N17-N19","65-74 years","65-74",10,"Not Applicable","Not Applicable"
"6586",NA,"Alabama","01","2022 Week 13 ending April 02, 2022","2022/13","Renal failure","N17-N19","75-84 years","75-84",11,"Not Applicable","Not Applicable"
"6587",NA,"Alabama","01","2022 Week 14 ending April 09, 2022","2022/14","Renal failure","N17-N19","75-84 years","75-84",10,"Not Applicable","Not Applicable"
"6588",NA,"Alabama","01","2022 Week 16 ending April 23, 2022","2022/16","Renal failure","N17-N19","75-84 years","75-84",11,"Not Applicable","Not Applicable"
"6589",NA,"Alabama","01","2022 Week 17 ending April 30, 2022","2022/17","Renal failure","N17-N19","85+ years","85+",10,"Not Applicable","Not Applicable"
"6590",NA,"Alabama","01","2022 Week 19 ending May 14, 2022","2022/19","Renal failure","N17-N19","75-84 years","75-84",10,"Not Applicable","Not Applicable"
"6591",NA,"Alabama","01","2022 Week 26 ending July 02, 2022","2022/26","Renal failure","N17-N19","75-84 years","75-84",10,"Not Applicable","Not Applicable"
"6592",NA,"Alabama","01","2022 Week 29 ending July 23, 2022","2022/29","Renal failure","N17-N19","85+ years","85+",10,"Not Applicable","Not Applicable"
"6593",NA,"Alabama","01","2022 Week 33 ending August 20, 2022","2022/33","Renal failure","N17-N19","75-84 years","75-84",12,"Not Applicable","Not Applicable"
"6594",NA,"Alabama","01","2022 Week 35 ending September 03, 2022","2022/35","Renal failure","N17-N19","75-84 years","75-84",11,"Not Applicable","Not Applicable"
"6595",NA,"Alabama","01","2022 Week 36 ending September 10, 2022","2022/36","Renal failure","N17-N19","75-84 years","75-84",10,"Not Applicable","Not Applicable"
"6596",NA,"Alabama","01","2022 Week 40 ending October 08, 2022","2022/40","Renal failure","N17-N19","75-84 years","75-84",17,"Not Applicable","Not Applicable"
"6597",NA,"Alabama","01","2022 Week 41 ending October 15, 2022","2022/41","Renal failure","N17-N19","75-84 years","75-84",12,"Not Applicable","Not Applicable"
"6598",NA,"Alabama","01","2022 Week 43 ending October 29, 2022","2022/43","Renal failure","N17-N19","65-74 years","65-74",10,"Not Applicable","Not Applicable"
"6599",NA,"Alabama","01","2022 Week 43 ending October 29, 2022","2022/43","Renal failure","N17-N19","75-84 years","75-84",11,"Not Applicable","Not Applicable"
"6600",NA,"Alabama","01","2022 Week 50 ending December 17, 2022","2022/50","Renal failure","N17-N19","75-84 years","75-84",12,"Not Applicable","Not Applicable"
"6601",NA,"Arizona","04","2022 Week 01 ending January 08, 2022","2022/01","Renal failure","N17-N19","75-84 years","75-84",14,"Not Applicable","Not Applicable"
"6602",NA,"Arizona","04","2022 Week 02 ending January 15, 2022","2022/02","Renal failure","N17-N19","75-84 years","75-84",10,"Not Applicable","Not Applicable"
"6603",NA,"Arizona","04","2022 Week 09 ending March 05, 2022","2022/09","Renal failure","N17-N19","85+ years","85+",11,"Not Applicable","Not Applicable"
"6604",NA,"Arizona","04","2022 Week 22 ending June 04, 2022","2022/22","Renal failure","N17-N19","75-84 years","75-84",11,"Not Applicable","Not Applicable"
"6605",NA,"California","06","2022 Week 01 ending January 08, 2022","2022/01","Renal failure","N17-N19","55-64 years","55-64",12,"Not Applicable","Not Applicable"
"6606",NA,"California","06","2022 Week 01 ending January 08, 2022","2022/01","Renal failure","N17-N19","65-74 years","65-74",26,"Not Applicable","Not Applicable"
"6607",NA,"California","06","2022 Week 01 ending January 08, 2022","2022/01","Renal failure","N17-N19","75-84 years","75-84",30,"Not Applicable","Not Applicable"
"6608",NA,"California","06","2022 Week 01 ending January 08, 2022","2022/01","Renal failure","N17-N19","85+ years","85+",48,"Not Applicable","Not Applicable"
"6609",NA,"California","06","2022 Week 02 ending January 15, 2022","2022/02","Renal failure","N17-N19","55-64 years","55-64",18,"Not Applicable","Not Applicable"
"6610",NA,"California","06","2022 Week 02 ending January 15, 2022","2022/02","Renal failure","N17-N19","65-74 years","65-74",27,"Not Applicable","Not Applicable"
"6611",NA,"California","06","2022 Week 02 ending January 15, 2022","2022/02","Renal failure","N17-N19","75-84 years","75-84",23,"Not Applicable","Not Applicable"
"6612",NA,"California","06","2022 Week 02 ending January 15, 2022","2022/02","Renal failure","N17-N19","85+ years","85+",40,"Not Applicable","Not Applicable"
"6613",NA,"California","06","2022 Week 03 ending January 22, 2022","2022/03","Renal failure","N17-N19","65-74 years","65-74",22,"Not Applicable","Not Applicable"
"6614",NA,"California","06","2022 Week 03 ending January 22, 2022","2022/03","Renal failure","N17-N19","75-84 years","75-84",25,"Not Applicable","Not Applicable"
"6615",NA,"California","06","2022 Week 03 ending January 22, 2022","2022/03","Renal failure","N17-N19","85+ years","85+",47,"Not Applicable","Not Applicable"
"6616",NA,"California","06","2022 Week 04 ending January 29, 2022","2022/04","Renal failure","N17-N19","65-74 years","65-74",22,"Not Applicable","Not Applicable"
"6617",NA,"California","06","2022 Week 04 ending January 29, 2022","2022/04","Renal failure","N17-N19","75-84 years","75-84",30,"Not Applicable","Not Applicable"
"6618",NA,"California","06","2022 Week 04 ending January 29, 2022","2022/04","Renal failure","N17-N19","85+ years","85+",41,"Not Applicable","Not Applicable"
"6619",NA,"California","06","2022 Week 05 ending February 05, 2022","2022/05","Renal failure","N17-N19","55-64 years","55-64",13,"Not Applicable","Not Applicable"
"6620",NA,"California","06","2022 Week 05 ending February 05, 2022","2022/05","Renal failure","N17-N19","65-74 years","65-74",18,"Not Applicable","Not Applicable"
"6621",NA,"California","06","2022 Week 05 ending February 05, 2022","2022/05","Renal failure","N17-N19","75-84 years","75-84",31,"Not Applicable","Not Applicable"
"6622",NA,"California","06","2022 Week 05 ending February 05, 2022","2022/05","Renal failure","N17-N19","85+ years","85+",42,"Not Applicable","Not Applicable"
"6623",NA,"California","06","2022 Week 06 ending February 12, 2022","2022/06","Renal failure","N17-N19","55-64 years","55-64",13,"Not Applicable","Not Applicable"
"6624",NA,"California","06","2022 Week 06 ending February 12, 2022","2022/06","Renal failure","N17-N19","65-74 years","65-74",23,"Not Applicable","Not Applicable"
"6625",NA,"California","06","2022 Week 06 ending February 12, 2022","2022/06","Renal failure","N17-N19","75-84 years","75-84",42,"Not Applicable","Not Applicable"
"6626",NA,"California","06","2022 Week 06 ending February 12, 2022","2022/06","Renal failure","N17-N19","85+ years","85+",40,"Not Applicable","Not Applicable"
"6627",NA,"California","06","2022 Week 07 ending February 19, 2022","2022/07","Renal failure","N17-N19","55-64 years","55-64",14,"Not Applicable","Not Applicable"
"6628",NA,"California","06","2022 Week 07 ending February 19, 2022","2022/07","Renal failure","N17-N19","65-74 years","65-74",22,"Not Applicable","Not Applicable"
"6629",NA,"California","06","2022 Week 07 ending February 19, 2022","2022/07","Renal failure","N17-N19","75-84 years","75-84",24,"Not Applicable","Not Applicable"
"6630",NA,"California","06","2022 Week 07 ending February 19, 2022","2022/07","Renal failure","N17-N19","85+ years","85+",32,"Not Applicable","Not Applicable"
"6631",NA,"California","06","2022 Week 08 ending February 26, 2022","2022/08","Renal failure","N17-N19","55-64 years","55-64",14,"Not Applicable","Not Applicable"
"6632",NA,"California","06","2022 Week 08 ending February 26, 2022","2022/08","Renal failure","N17-N19","65-74 years","65-74",23,"Not Applicable","Not Applicable"
"6633",NA,"California","06","2022 Week 08 ending February 26, 2022","2022/08","Renal failure","N17-N19","75-84 years","75-84",40,"Not Applicable","Not Applicable"
"6634",NA,"California","06","2022 Week 08 ending February 26, 2022","2022/08","Renal failure","N17-N19","85+ years","85+",32,"Not Applicable","Not Applicable"
"6635",NA,"California","06","2022 Week 09 ending March 05, 2022","2022/09","Renal failure","N17-N19","55-64 years","55-64",11,"Not Applicable","Not Applicable"
"6636",NA,"California","06","2022 Week 09 ending March 05, 2022","2022/09","Renal failure","N17-N19","65-74 years","65-74",26,"Not Applicable","Not Applicable"
"6637",NA,"California","06","2022 Week 09 ending March 05, 2022","2022/09","Renal failure","N17-N19","75-84 years","75-84",28,"Not Applicable","Not Applicable"
"6638",NA,"California","06","2022 Week 09 ending March 05, 2022","2022/09","Renal failure","N17-N19","85+ years","85+",41,"Not Applicable","Not Applicable"
"6639",NA,"California","06","2022 Week 10 ending March 12, 2022","2022/10","Renal failure","N17-N19","55-64 years","55-64",12,"Not Applicable","Not Applicable"
"6640",NA,"California","06","2022 Week 10 ending March 12, 2022","2022/10","Renal failure","N17-N19","65-74 years","65-74",17,"Not Applicable","Not Applicable"
"6641",NA,"California","06","2022 Week 10 ending March 12, 2022","2022/10","Renal failure","N17-N19","75-84 years","75-84",18,"Not Applicable","Not Applicable"
"6642",NA,"California","06","2022 Week 10 ending March 12, 2022","2022/10","Renal failure","N17-N19","85+ years","85+",30,"Not Applicable","Not Applicable"
"6643",NA,"California","06","2022 Week 11 ending March 19, 2022","2022/11","Renal failure","N17-N19","65-74 years","65-74",14,"Not Applicable","Not Applicable"
"6644",NA,"California","06","2022 Week 11 ending March 19, 2022","2022/11","Renal failure","N17-N19","75-84 years","75-84",31,"Not Applicable","Not Applicable"
"6645",NA,"California","06","2022 Week 11 ending March 19, 2022","2022/11","Renal failure","N17-N19","85+ years","85+",32,"Not Applicable","Not Applicable"
"6646",NA,"California","06","2022 Week 12 ending March 26, 2022","2022/12","Renal failure","N17-N19","65-74 years","65-74",20,"Not Applicable","Not Applicable"
"6647",NA,"California","06","2022 Week 12 ending March 26, 2022","2022/12","Renal failure","N17-N19","75-84 years","75-84",23,"Not Applicable","Not Applicable"
"6648",NA,"California","06","2022 Week 12 ending March 26, 2022","2022/12","Renal failure","N17-N19","85+ years","85+",26,"Not Applicable","Not Applicable"
"6649",NA,"California","06","2022 Week 13 ending April 02, 2022","2022/13","Renal failure","N17-N19","55-64 years","55-64",14,"Not Applicable","Not Applicable"
"6650",NA,"California","06","2022 Week 13 ending April 02, 2022","2022/13","Renal failure","N17-N19","65-74 years","65-74",12,"Not Applicable","Not Applicable"
"6651",NA,"California","06","2022 Week 13 ending April 02, 2022","2022/13","Renal failure","N17-N19","75-84 years","75-84",22,"Not Applicable","Not Applicable"
"6652",NA,"California","06","2022 Week 13 ending April 02, 2022","2022/13","Renal failure","N17-N19","85+ years","85+",29,"Not Applicable","Not Applicable"
"6653",NA,"California","06","2022 Week 14 ending April 09, 2022","2022/14","Renal failure","N17-N19","55-64 years","55-64",10,"Not Applicable","Not Applicable"
"6654",NA,"California","06","2022 Week 14 ending April 09, 2022","2022/14","Renal failure","N17-N19","65-74 years","65-74",12,"Not Applicable","Not Applicable"
