"Notes","Occurrence State","Occurrence State Code","UCD - ICD Chapter","UCD - ICD Chapter Code","MMWR Week","MMWR Week Code",Deaths,Population,Crude Rate
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2020 Week 33 ending August 15, 2020","2020/33",18,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2020 Week 34 ending August 22, 2020","2020/34",25,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2020 Week 35 ending August 29, 2020","2020/35",22,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2020 Week 36 ending September 05, 2020","2020/36",17,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2020 Week 37 ending September 12, 2020","2020/37",18,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2020 Week 38 ending September 19, 2020","2020/38",18,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2020 Week 39 ending September 26, 2020","2020/39",24,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2020 Week 40 ending October 03, 2020","2020/40",20,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2020 Week 41 ending October 10, 2020","2020/41",26,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2020 Week 42 ending October 17, 2020","2020/42",24,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2020 Week 43 ending October 24, 2020","2020/43",21,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2020 Week 44 ending October 31, 2020","2020/44",19,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2020 Week 45 ending November 07, 2020","2020/45",19,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2020 Week 46 ending November 14, 2020","2020/46",19,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2020 Week 47 ending November 21, 2020","2020/47",15,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2020 Week 48 ending November 28, 2020","2020/48",25,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2020 Week 49 ending December 05, 2020","2020/49",28,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2020 Week 50 ending December 12, 2020","2020/50",21,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2020 Week 51 ending December 19, 2020","2020/51",21,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2020 Week 52 ending December 26, 2020","2020/52",19,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2020 Week 53 ending January 02, 2021","2020/53",19,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2021 Week 01 ending January 09, 2021","2021/01",37,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2021 Week 02 ending January 16, 2021","2021/02",29,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2021 Week 03 ending January 23, 2021","2021/03",24,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2021 Week 04 ending January 30, 2021","2021/04",24,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2021 Week 05 ending February 06, 2021","2021/05",28,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2021 Week 06 ending February 13, 2021","2021/06",31,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2021 Week 07 ending February 20, 2021","2021/07",18,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2021 Week 08 ending February 27, 2021","2021/08",31,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2021 Week 09 ending March 06, 2021","2021/09",15,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2021 Week 10 ending March 13, 2021","2021/10",25,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2021 Week 11 ending March 20, 2021","2021/11",23,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2021 Week 12 ending March 27, 2021","2021/12",23,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2021 Week 13 ending April 03, 2021","2021/13",26,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2021 Week 14 ending April 10, 2021","2021/14",25,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2021 Week 15 ending April 17, 2021","2021/15",21,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2021 Week 16 ending April 24, 2021","2021/16",28,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2021 Week 17 ending May 01, 2021","2021/17",29,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2021 Week 18 ending May 08, 2021","2021/18",21,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2021 Week 19 ending May 15, 2021","2021/19",18,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2021 Week 20 ending May 22, 2021","2021/20",29,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2021 Week 21 ending May 29, 2021","2021/21",19,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2021 Week 22 ending June 05, 2021","2021/22",25,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2021 Week 23 ending June 12, 2021","2021/23",23,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2021 Week 24 ending June 19, 2021","2021/24",19,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2021 Week 25 ending June 26, 2021","2021/25",17,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2021 Week 26 ending July 03, 2021","2021/26",30,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2021 Week 27 ending July 10, 2021","2021/27",22,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2021 Week 28 ending July 17, 2021","2021/28",22,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2021 Week 29 ending July 24, 2021","2021/29",19,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2021 Week 30 ending July 31, 2021","2021/30",20,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2021 Week 31 ending August 07, 2021","2021/31",22,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2021 Week 32 ending August 14, 2021","2021/32",16,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2021 Week 33 ending August 21, 2021","2021/33",24,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2021 Week 34 ending August 28, 2021","2021/34",28,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2021 Week 35 ending September 04, 2021","2021/35",21,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2021 Week 36 ending September 11, 2021","2021/36",16,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2021 Week 37 ending September 18, 2021","2021/37",16,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2021 Week 38 ending September 25, 2021","2021/38",23,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2021 Week 39 ending October 02, 2021","2021/39",18,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2021 Week 40 ending October 09, 2021","2021/40",17,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2021 Week 41 ending October 16, 2021","2021/41",24,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2021 Week 42 ending October 23, 2021","2021/42",23,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2021 Week 43 ending October 30, 2021","2021/43",23,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2021 Week 44 ending November 06, 2021","2021/44",22,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2021 Week 45 ending November 13, 2021","2021/45",25,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2021 Week 46 ending November 20, 2021","2021/46",20,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2021 Week 47 ending November 27, 2021","2021/47",19,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2021 Week 48 ending December 04, 2021","2021/48",25,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2021 Week 49 ending December 11, 2021","2021/49",18,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2021 Week 50 ending December 18, 2021","2021/50",38,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2021 Week 51 ending December 25, 2021","2021/51",28,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2021 Week 52 ending January 01, 2022","2021/52",28,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2022 Week 01 ending January 08, 2022","2022/01",30,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2022 Week 02 ending January 15, 2022","2022/02",29,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2022 Week 03 ending January 22, 2022","2022/03",32,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2022 Week 04 ending January 29, 2022","2022/04",28,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2022 Week 05 ending February 05, 2022","2022/05",30,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2022 Week 06 ending February 12, 2022","2022/06",29,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2022 Week 07 ending February 19, 2022","2022/07",37,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2022 Week 08 ending February 26, 2022","2022/08",26,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2022 Week 09 ending March 05, 2022","2022/09",25,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2022 Week 10 ending March 12, 2022","2022/10",27,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2022 Week 11 ending March 19, 2022","2022/11",22,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2022 Week 12 ending March 26, 2022","2022/12",28,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2022 Week 13 ending April 02, 2022","2022/13",28,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2022 Week 14 ending April 09, 2022","2022/14",22,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2022 Week 15 ending April 16, 2022","2022/15",27,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2022 Week 16 ending April 23, 2022","2022/16",30,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2022 Week 17 ending April 30, 2022","2022/17",20,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2022 Week 18 ending May 07, 2022","2022/18",33,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2022 Week 19 ending May 14, 2022","2022/19",28,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2022 Week 20 ending May 21, 2022","2022/20",21,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2022 Week 21 ending May 28, 2022","2022/21",23,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2022 Week 22 ending June 04, 2022","2022/22",23,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2022 Week 23 ending June 11, 2022","2022/23",15,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2022 Week 24 ending June 18, 2022","2022/24",35,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2022 Week 25 ending June 25, 2022","2022/25",32,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2022 Week 26 ending July 02, 2022","2022/26",31,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2022 Week 27 ending July 09, 2022","2022/27",25,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2022 Week 28 ending July 16, 2022","2022/28",20,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2022 Week 29 ending July 23, 2022","2022/29",29,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2022 Week 30 ending July 30, 2022","2022/30",20,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2022 Week 31 ending August 06, 2022","2022/31",27,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2022 Week 32 ending August 13, 2022","2022/32",35,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2022 Week 33 ending August 20, 2022","2022/33",25,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2022 Week 34 ending August 27, 2022","2022/34",25,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2022 Week 35 ending September 03, 2022","2022/35",16,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2022 Week 36 ending September 10, 2022","2022/36",21,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2022 Week 37 ending September 17, 2022","2022/37",31,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2022 Week 38 ending September 24, 2022","2022/38",30,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2022 Week 39 ending October 01, 2022","2022/39",18,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2022 Week 40 ending October 08, 2022","2022/40",29,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2022 Week 41 ending October 15, 2022","2022/41",24,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2022 Week 42 ending October 22, 2022","2022/42",32,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2022 Week 43 ending October 29, 2022","2022/43",26,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2022 Week 44 ending November 05, 2022","2022/44",26,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2022 Week 45 ending November 12, 2022","2022/45",20,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2022 Week 46 ending November 19, 2022","2022/46",22,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2022 Week 47 ending November 26, 2022","2022/47",21,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2022 Week 48 ending December 03, 2022","2022/48",24,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2022 Week 49 ending December 10, 2022","2022/49",34,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2022 Week 50 ending December 17, 2022","2022/50",31,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2022 Week 51 ending December 24, 2022","2022/51",35,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2022 Week 52 ending December 31, 2022","2022/52",30,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2023 Week 01 ending January 07, 2023","2023/01",30,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2023 Week 02 ending January 14, 2023","2023/02",26,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2023 Week 03 ending January 21, 2023","2023/03",31,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2023 Week 04 ending January 28, 2023","2023/04",37,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2023 Week 05 ending February 04, 2023","2023/05",27,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2023 Week 06 ending February 11, 2023","2023/06",25,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2023 Week 07 ending February 18, 2023","2023/07",22,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2023 Week 08 ending February 25, 2023","2023/08",23,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2023 Week 09 ending March 04, 2023","2023/09",24,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2023 Week 10 ending March 11, 2023","2023/10",29,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2023 Week 11 ending March 18, 2023","2023/11",31,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2023 Week 12 ending March 25, 2023","2023/12",26,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2023 Week 13 ending April 01, 2023","2023/13",25,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2023 Week 14 ending April 08, 2023","2023/14",19,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2023 Week 15 ending April 15, 2023","2023/15",28,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2023 Week 16 ending April 22, 2023","2023/16",33,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2023 Week 17 ending April 29, 2023","2023/17",20,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2023 Week 18 ending May 06, 2023","2023/18",24,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2023 Week 19 ending May 13, 2023","2023/19",23,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2023 Week 20 ending May 20, 2023","2023/20",23,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2023 Week 21 ending May 27, 2023","2023/21",23,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2023 Week 22 ending June 03, 2023","2023/22",19,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2023 Week 23 ending June 10, 2023","2023/23",27,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2023 Week 24 ending June 17, 2023","2023/24",18,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2023 Week 25 ending June 24, 2023","2023/25",24,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2023 Week 26 ending July 01, 2023","2023/26",23,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2023 Week 27 ending July 08, 2023","2023/27",25,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2023 Week 28 ending July 15, 2023","2023/28",25,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2023 Week 29 ending July 22, 2023","2023/29",19,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2023 Week 30 ending July 29, 2023","2023/30",24,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2023 Week 31 ending August 05, 2023","2023/31",22,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2023 Week 32 ending August 12, 2023","2023/32",23,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2023 Week 33 ending August 19, 2023","2023/33",21,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2023 Week 34 ending August 26, 2023","2023/34",21,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2023 Week 35 ending September 02, 2023","2023/35",26,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2023 Week 36 ending September 09, 2023","2023/36",27,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2023 Week 37 ending September 16, 2023","2023/37",20,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2023 Week 38 ending September 23, 2023","2023/38",22,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2023 Week 39 ending September 30, 2023","2023/39",22,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2023 Week 40 ending October 07, 2023","2023/40",25,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2023 Week 41 ending October 14, 2023","2023/41",18,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2023 Week 42 ending October 21, 2023","2023/42",27,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2023 Week 43 ending October 28, 2023","2023/43",22,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2023 Week 44 ending November 04, 2023","2023/44",25,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2023 Week 45 ending November 11, 2023","2023/45",28,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2023 Week 46 ending November 18, 2023","2023/46",31,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2023 Week 47 ending November 25, 2023","2023/47",23,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2023 Week 48 ending December 02, 2023","2023/48",21,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2023 Week 49 ending December 09, 2023","2023/49",22,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2023 Week 50 ending December 16, 2023","2023/50",23,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2023 Week 51 ending December 23, 2023","2023/51",28,Not Applicable,Not Applicable
,"Massachusetts","25","Diseases of the genitourinary system","N00-N98","2023 Week 52 ending December 30, 2023","2023/52",29,Not Applicable,Not Applicable
,"Michigan","26","Diseases of the genitourinary system","N00-N98","2018 Week 01 ending January 06, 2018","2018/01",34,Not Applicable,Not Applicable
,"Michigan","26","Diseases of the genitourinary system","N00-N98","2018 Week 02 ending January 13, 2018","2018/02",38,Not Applicable,Not Applicable
,"Michigan","26","Diseases of the genitourinary system","N00-N98","2018 Week 03 ending January 20, 2018","2018/03",51,Not Applicable,Not Applicable
,"Michigan","26","Diseases of the genitourinary system","N00-N98","2018 Week 04 ending January 27, 2018","2018/04",45,Not Applicable,Not Applicable
,"Michigan","26","Diseases of the genitourinary system","N00-N98","2018 Week 05 ending February 03, 2018","2018/05",46,Not Applicable,Not Applicable
,"Michigan","26","Diseases of the genitourinary system","N00-N98","2018 Week 06 ending February 10, 2018","2018/06",47,Not Applicable,Not Applicable
,"Michigan","26","Diseases of the genitourinary system","N00-N98","2018 Week 07 ending February 17, 2018","2018/07",42,Not Applicable,Not Applicable
,"Michigan","26","Diseases of the genitourinary system","N00-N98","2018 Week 08 ending February 24, 2018","2018/08",39,Not Applicable,Not Applicable
,"Michigan","26","Diseases of the genitourinary system","N00-N98","2018 Week 09 ending March 03, 2018","2018/09",44,Not Applicable,Not Applicable
,"Michigan","26","Diseases of the genitourinary system","N00-N98","2018 Week 10 ending March 10, 2018","2018/10",27,Not Applicable,Not Applicable
,"Michigan","26","Diseases of the genitourinary system","N00-N98","2018 Week 11 ending March 17, 2018","2018/11",37,Not Applicable,Not Applicable
,"Michigan","26","Diseases of the genitourinary system","N00-N98","2018 Week 12 ending March 24, 2018","2018/12",38,Not Applicable,Not Applicable
,"Michigan","26","Diseases of the genitourinary system","N00-N98","2018 Week 13 ending March 31, 2018","2018/13",35,Not Applicable,Not Applicable
,"Michigan","26","Diseases of the genitourinary system","N00-N98","2018 Week 14 ending April 07, 2018","2018/14",45,Not Applicable,Not Applicable
,"Michigan","26","Diseases of the genitourinary system","N00-N98","2018 Week 15 ending April 14, 2018","2018/15",32,Not Applicable,Not Applicable
,"Michigan","26","Diseases of the genitourinary system","N00-N98","2018 Week 16 ending April 21, 2018","2018/16",41,Not Applicable,Not Applicable
,"Michigan","26","Diseases of the genitourinary system","N00-N98","2018 Week 17 ending April 28, 2018","2018/17",33,Not Applicable,Not Applicable
,"Michigan","26","Diseases of the genitourinary system","N00-N98","2018 Week 18 ending May 05, 2018","2018/18",31,Not Applicable,Not Applicable
,"Michigan","26","Diseases of the genitourinary system","N00-N98","2018 Week 19 ending May 12, 2018","2018/19",26,Not Applicable,Not Applicable
,"Michigan","26","Diseases of the genitourinary system","N00-N98","2018 Week 20 ending May 19, 2018","2018/20",24,Not Applicable,Not Applicable
,"Michigan","26","Diseases of the genitourinary system","N00-N98","2018 Week 21 ending May 26, 2018","2018/21",39,Not Applicable,Not Applicable
,"Michigan","26","Diseases of the genitourinary system","N00-N98","2018 Week 22 ending June 02, 2018","2018/22",18,Not Applicable,Not Applicable
,"Michigan","26","Diseases of the genitourinary system","N00-N98","2018 Week 23 ending June 09, 2018","2018/23",32,Not Applicable,Not Applicable
,"Michigan","26","Diseases of the genitourinary system","N00-N98","2018 Week 24 ending June 16, 2018","2018/24",28,Not Applicable,Not Applicable
,"Michigan","26","Diseases of the genitourinary system","N00-N98","2018 Week 25 ending June 23, 2018","2018/25",41,Not Applicable,Not Applicable
